OrderID,OrderDate,CustomerID,ProductName,Category,Quantity,UnitPrice,Revenue,Region,MarketingChannel,PaymentMethod
1163,2025-12-30,1191,Office Chair,Furniture,4,363.51,1454.04,Africa,Organic Search,Apple Pay
1164,2025-08-18,1205,LED Desk Lamp,Furniture,1,119.46,119.46,Europe,Organic Search,PayPal
1165,2025-02-09,1111,Laptop Backpack,Accessories,4,446.58,1786.32,Australia,Meta Ads,Apple Pay
1166,2024-09-17,1281,Smart Watch,Electronics,2,380.78,761.56,Asia,Organic Search,Apple Pay
1167,2024-08-23,1298,Wireless Headphones,Electronics,4,265.89,1063.56,Asia,Organic Search,Bank Transfer
1168,2025-04-23,1221,Water Bottle,Sports,3,406.16,1218.48,Asia,Email,Bank Transfer
1169,2024-01-26,1091,Denim Jacket,Fashion,2,147.5,295.0,North America,Email,Credit Card
1170,2024-10-28,1431,Office Chair,Furniture,5,282.39,1411.95,North America,Email,PayPal
1171,2024-04-10,1060,Smart Watch,Electronics,3,38.38,115.14,Europe,Email,PayPal
1172,2025-11-22,1168,Laptop Backpack,Accessories,3,377.7,1133.1,Asia,Meta Ads,PayPal
1173,2025-07-10,1467,Laptop Backpack,Accessories,1,389.64,389.64,Asia,Email,Bank Transfer
1174,2025-02-19,1420,LED Desk Lamp,Furniture,1,246.56,246.56,Australia,Meta Ads,Bank Transfer
1175,2024-08-21,1116,Yoga Mat,Sports,4,132.19,528.76,Australia,Referral,Bank Transfer
1176,2025-04-17,1174,Smart Watch,Electronics,3,425.98,1277.94,Africa,Organic Search,PayPal
1177,2025-03-25,1230,Office Chair,Furniture,1,199.86,199.86,Australia,Meta Ads,Apple Pay
1178,2024-01-10,1255,Bluetooth Speaker,Electronics,3,128.24,384.72,Africa,Organic Search,Apple Pay
1179,2024-11-29,1300,Wireless Headphones,Electronics,5,396.97,1984.85,Europe,Meta Ads,Apple Pay
1180,2025-08-04,1322,LED Desk Lamp,Furniture,5,295.46,1477.3,Africa,Organic Search,PayPal
1181,2025-02-04,1032,Office Chair,Furniture,4,110.4,441.6,North America,Email,Bank Transfer
1182,2025-10-16,1458,Laptop Backpack,Accessories,1,102.28,102.28,Australia,Meta Ads,Credit Card
1183,2025-12-06,1308,Denim Jacket,Fashion,1,109.61,109.61,North America,Organic Search,Apple Pay
1184,2024-07-29,1119,Laptop Backpack,Accessories,5,53.59,267.95,North America,Email,Credit Card
1185,2024-06-24,1167,Water Bottle,Sports,4,95.38,381.52,North America,Meta Ads,Bank Transfer
1186,2025-05-04,1380,Smart Watch,Electronics,4,478.45,1913.8,Europe,Meta Ads,PayPal
1187,2024-11-13,1221,Denim Jacket,Fashion,2,309.78,619.56,Asia,Referral,PayPal
1188,2025-05-29,1366,Denim Jacket,Fashion,3,116.82,350.46,Europe,Organic Search,Credit Card
1189,2025-02-12,1309,Yoga Mat,Sports,5,177.87,889.35,Australia,Organic Search,Bank Transfer
1190,2025-04-18,1294,Wireless Headphones,Electronics,1,158.2,158.2,Africa,Email,Apple Pay
1191,2025-02-04,1313,Running Shoes,Fashion,4,139.58,558.32,Australia,Organic Search,Bank Transfer
1192,2025-01-28,1466,Running Shoes,Fashion,5,65.86,329.3,North America,Meta Ads,PayPal
1193,2024-10-07,1451,Office Chair,Furniture,3,340.0,1020.0,North America,Meta Ads,Bank Transfer
1194,2025-02-25,1390,Office Chair,Furniture,1,497.75,497.75,North America,Google Ads,Apple Pay
1195,2025-02-23,1230,Running Shoes,Fashion,3,119.54,358.62,North America,Organic Search,Credit Card
1196,2024-03-15,1327,Denim Jacket,Fashion,4,184.96,739.84,Africa,Meta Ads,Bank Transfer
1197,2024-02-08,1005,Laptop Backpack,Accessories,1,360.37,360.37,Europe,Email,Bank Transfer
1198,2025-05-11,1236,Smart Watch,Electronics,1,283.25,283.25,Europe,Organic Search,PayPal
1199,2025-04-27,1420,Laptop Backpack,Accessories,2,101.88,203.76,North America,Referral,Credit Card
1200,2024-06-30,1150,Smart Watch,Electronics,5,375.89,1879.45,Europe,Google Ads,Credit Card
1201,2025-11-24,1139,Running Shoes,Fashion,4,191.88,767.52,Europe,Google Ads,PayPal
1202,2025-03-28,1356,Wireless Headphones,Electronics,5,327.69,1638.45,North America,Organic Search,Apple Pay
1203,2025-03-30,1026,LED Desk Lamp,Furniture,1,43.36,43.36,Africa,Meta Ads,PayPal
1204,2025-01-18,1465,Yoga Mat,Sports,2,63.87,127.74,Africa,Google Ads,Credit Card
1205,2024-12-11,1420,Yoga Mat,Sports,1,125.87,125.87,North America,Meta Ads,PayPal
1206,2024-02-15,1212,Office Chair,Furniture,1,411.5,411.5,Asia,Referral,PayPal
1207,2025-10-01,1106,Office Chair,Furniture,4,470.68,1882.72,North America,Meta Ads,PayPal
1208,2024-04-18,1182,Bluetooth Speaker,Electronics,2,27.2,54.4,Asia,Google Ads,Bank Transfer
1209,2024-08-05,1234,Yoga Mat,Sports,1,335.82,335.82,Asia,Referral,Apple Pay
1210,2024-02-14,1034,Yoga Mat,Sports,4,164.74,658.96,Australia,Organic Search,Credit Card
1211,2025-12-30,1274,LED Desk Lamp,Furniture,2,140.93,281.86,North America,Referral,Apple Pay
1212,2025-10-08,1356,Water Bottle,Sports,2,179.38,358.76,Asia,Organic Search,Credit Card
1213,2024-12-09,1009,LED Desk Lamp,Furniture,5,235.48,1177.4,Australia,Meta Ads,Credit Card
1214,2024-08-26,1010,LED Desk Lamp,Furniture,1,168.25,168.25,Africa,Meta Ads,Credit Card
1215,2024-03-02,1070,Bluetooth Speaker,Electronics,4,162.38,649.52,Europe,Organic Search,PayPal
1216,2025-10-19,1019,Yoga Mat,Sports,5,494.5,2472.5,Africa,Email,PayPal
1217,2024-10-11,1162,Wireless Headphones,Electronics,5,400.05,2000.25,Africa,Email,Credit Card
1218,2024-08-22,1433,Bluetooth Speaker,Electronics,3,136.28,408.84,Australia,Google Ads,PayPal
1219,2025-12-04,1356,Yoga Mat,Sports,5,438.9,2194.5,Australia,Email,PayPal
1220,2025-03-28,1322,Wireless Headphones,Electronics,1,437.54,437.54,North America,Meta Ads,Credit Card
1221,2025-10-11,1072,Yoga Mat,Sports,2,64.04,128.08,Australia,Referral,PayPal
1222,2024-08-29,1259,Smart Watch,Electronics,4,367.99,1471.96,Asia,Meta Ads,PayPal
1223,2024-09-07,1217,Running Shoes,Fashion,5,139.51,697.55,Asia,Referral,Bank Transfer
1224,2025-10-12,1103,Laptop Backpack,Accessories,4,58.41,233.64,Asia,Organic Search,Bank Transfer
1225,2024-06-20,1241,Denim Jacket,Fashion,4,262.54,1050.16,Africa,Meta Ads,Bank Transfer
1226,2024-01-21,1390,Water Bottle,Sports,4,429.94,1719.76,Asia,Referral,PayPal
1227,2025-07-20,1372,Running Shoes,Fashion,3,202.62,607.86,Asia,Organic Search,Apple Pay
1228,2025-01-19,1287,LED Desk Lamp,Furniture,4,54.53,218.12,Europe,Organic Search,PayPal
1229,2024-06-07,1469,Yoga Mat,Sports,1,26.16,26.16,Australia,Email,Bank Transfer
1230,2025-02-18,1473,Water Bottle,Sports,4,485.84,1943.36,Asia,Organic Search,Bank Transfer
1231,2024-11-11,1328,LED Desk Lamp,Furniture,1,216.22,216.22,North America,Google Ads,Bank Transfer
1232,2025-08-02,1083,Yoga Mat,Sports,4,479.41,1917.64,Asia,Referral,Bank Transfer
1233,2025-10-12,1352,Bluetooth Speaker,Electronics,1,332.44,332.44,Africa,Meta Ads,PayPal
1234,2025-05-04,1017,Bluetooth Speaker,Electronics,1,354.79,354.79,Europe,Email,Bank Transfer
1235,2025-11-28,1075,Laptop Backpack,Accessories,2,309.03,618.06,Europe,Google Ads,Credit Card
1236,2024-04-04,1329,Water Bottle,Sports,4,358.91,1435.64,North America,Referral,PayPal
1237,2025-03-09,1084,Water Bottle,Sports,3,352.08,1056.24,Australia,Referral,Bank Transfer
1238,2025-08-23,1157,Water Bottle,Sports,1,72.45,72.45,Australia,Email,PayPal
1239,2024-10-02,1383,Yoga Mat,Sports,4,355.52,1422.08,North America,Meta Ads,Bank Transfer
1240,2024-01-02,1049,Smart Watch,Electronics,4,271.98,1087.92,Asia,Organic Search,PayPal
1241,2024-06-29,1191,Running Shoes,Fashion,2,115.05,230.1,Europe,Referral,Credit Card
1242,2025-04-06,1290,Yoga Mat,Sports,2,116.45,232.9,Europe,Meta Ads,Apple Pay
1243,2025-02-22,1225,LED Desk Lamp,Furniture,1,436.81,436.81,Europe,Google Ads,Apple Pay
1244,2024-03-28,1193,Smart Watch,Electronics,3,50.85,152.55,North America,Referral,PayPal
1245,2025-05-04,1248,Smart Watch,Electronics,1,49.31,49.31,North America,Referral,Credit Card
1246,2024-04-09,1108,Office Chair,Furniture,1,200.32,200.32,Australia,Email,Bank Transfer
1247,2025-04-29,1387,Bluetooth Speaker,Electronics,5,226.14,1130.7,Asia,Email,Apple Pay
1248,2024-09-02,1481,Bluetooth Speaker,Electronics,4,201.65,806.6,North America,Email,Apple Pay
1249,2024-04-12,1001,Denim Jacket,Fashion,4,368.11,1472.44,Europe,Google Ads,Credit Card
1250,2025-06-27,1143,Yoga Mat,Sports,3,236.92,710.76,Africa,Referral,Bank Transfer
1251,2025-11-07,1096,Wireless Headphones,Electronics,3,27.98,83.94,Asia,Google Ads,Apple Pay
1252,2025-11-25,1227,Yoga Mat,Sports,5,252.58,1262.9,Australia,Google Ads,Apple Pay
1253,2025-03-14,1480,Denim Jacket,Fashion,1,372.45,372.45,Asia,Referral,PayPal
1254,2025-12-30,1073,Office Chair,Furniture,5,396.73,1983.65,Australia,Google Ads,PayPal
1255,2025-05-24,1407,Smart Watch,Electronics,3,419.53,1258.59,Australia,Organic Search,PayPal
1256,2025-04-01,1488,Smart Watch,Electronics,4,338.07,1352.28,Europe,Meta Ads,PayPal
1257,2024-06-23,1385,Smart Watch,Electronics,1,228.75,228.75,North America,Meta Ads,Apple Pay
1258,2025-01-27,1392,Laptop Backpack,Accessories,2,365.2,730.4,Africa,Google Ads,PayPal
1259,2025-07-01,1324,Denim Jacket,Fashion,1,401.86,401.86,Asia,Meta Ads,Credit Card
1260,2025-10-21,1175,Water Bottle,Sports,4,333.88,1335.52,Australia,Organic Search,PayPal
1261,2024-08-16,1132,Smart Watch,Electronics,3,62.09,186.27,North America,Email,PayPal
1262,2024-04-28,1293,Bluetooth Speaker,Electronics,2,429.6,859.2,Africa,Referral,Credit Card
1263,2024-11-14,1031,LED Desk Lamp,Furniture,5,111.13,555.65,Africa,Organic Search,Apple Pay
1264,2025-01-08,1408,Running Shoes,Fashion,5,338.6,1693.0,Australia,Meta Ads,Credit Card
1265,2025-02-08,1004,Office Chair,Furniture,4,171.64,686.56,Asia,Meta Ads,Bank Transfer
1266,2025-11-27,1233,Running Shoes,Fashion,5,156.03,780.15,North America,Referral,Apple Pay
1267,2024-11-12,1257,Smart Watch,Electronics,3,498.49,1495.47,Australia,Organic Search,PayPal
1268,2025-05-21,1149,Water Bottle,Sports,1,490.95,490.95,Asia,Meta Ads,PayPal
1269,2024-08-18,1358,Wireless Headphones,Electronics,2,431.25,862.5,Africa,Email,PayPal
1270,2024-01-23,1280,Water Bottle,Sports,3,222.77,668.31,Africa,Email,Bank Transfer
1271,2025-02-04,1036,Office Chair,Furniture,3,155.53,466.59,Europe,Referral,Bank Transfer
1272,2024-04-09,1067,Bluetooth Speaker,Electronics,5,435.61,2178.05,North America,Email,Bank Transfer
1273,2025-11-01,1083,LED Desk Lamp,Furniture,2,232.1,464.2,Africa,Email,PayPal
1274,2024-08-02,1111,Yoga Mat,Sports,1,193.87,193.87,Australia,Google Ads,PayPal
1275,2025-01-20,1486,Water Bottle,Sports,2,464.47,928.94,North America,Email,Bank Transfer
1276,2024-07-02,1483,Wireless Headphones,Electronics,1,490.53,490.53,Asia,Referral,Bank Transfer
1277,2024-06-01,1321,Water Bottle,Sports,2,36.32,72.64,Europe,Organic Search,Bank Transfer
1278,2024-11-05,1352,LED Desk Lamp,Furniture,2,333.34,666.68,Africa,Google Ads,Bank Transfer
1279,2025-10-27,1195,Laptop Backpack,Accessories,4,196.32,785.28,North America,Google Ads,Credit Card
1280,2024-05-04,1250,Office Chair,Furniture,2,31.05,62.1,Australia,Referral,Bank Transfer
1281,2024-10-07,1355,Smart Watch,Electronics,5,106.93,534.65,Africa,Organic Search,Apple Pay
1282,2025-08-08,1064,Smart Watch,Electronics,3,50.48,151.44,Australia,Meta Ads,Bank Transfer
1283,2025-12-18,1010,Water Bottle,Sports,5,412.38,2061.9,Australia,Organic Search,Credit Card
1284,2025-06-15,1428,LED Desk Lamp,Furniture,5,362.6,1813.0,North America,Meta Ads,Credit Card
1285,2024-07-04,1441,LED Desk Lamp,Furniture,2,22.56,45.12,Africa,Email,Credit Card
1286,2024-02-10,1065,LED Desk Lamp,Furniture,2,333.27,666.54,North America,Referral,Apple Pay
1287,2024-02-05,1043,Smart Watch,Electronics,5,163.32,816.6,Australia,Meta Ads,Bank Transfer
1288,2025-11-04,1000,Yoga Mat,Sports,3,42.16,126.48,Australia,Email,Bank Transfer
1289,2024-05-23,1295,Denim Jacket,Fashion,3,270.88,812.64,Asia,Referral,PayPal
1290,2025-12-05,1050,Wireless Headphones,Electronics,2,37.63,75.26,Europe,Email,PayPal
1291,2024-05-17,1308,Office Chair,Furniture,2,304.06,608.12,Asia,Meta Ads,Bank Transfer
1292,2024-03-17,1281,Laptop Backpack,Accessories,3,203.26,609.78,Europe,Organic Search,Bank Transfer
1293,2024-03-26,1483,Laptop Backpack,Accessories,4,471.3,1885.2,Europe,Referral,PayPal
1294,2024-03-13,1322,Laptop Backpack,Accessories,2,362.93,725.86,Australia,Referral,PayPal
1295,2025-03-05,1420,Running Shoes,Fashion,3,496.38,1489.14,Africa,Organic Search,Credit Card
1296,2025-09-10,1126,Smart Watch,Electronics,3,79.82,239.46,North America,Referral,Bank Transfer
1297,2024-03-08,1168,Smart Watch,Electronics,3,456.44,1369.32,Asia,Meta Ads,PayPal
1298,2024-10-07,1005,Smart Watch,Electronics,4,490.15,1960.6,Europe,Organic Search,Credit Card
1299,2024-05-06,1089,Office Chair,Furniture,3,302.64,907.92,Africa,Google Ads,Apple Pay
1300,2025-12-18,1292,Laptop Backpack,Accessories,5,150.11,750.55,North America,Google Ads,PayPal
1301,2024-11-21,1484,Water Bottle,Sports,2,185.68,371.36,Australia,Referral,Bank Transfer
1302,2025-05-03,1303,Running Shoes,Fashion,3,24.56,73.68,Australia,Meta Ads,PayPal
1303,2024-05-26,1193,LED Desk Lamp,Furniture,3,45.38,136.14,Asia,Meta Ads,Bank Transfer
1304,2025-12-24,1234,Running Shoes,Fashion,4,493.4,1973.6,Africa,Referral,Apple Pay
1305,2024-10-09,1487,Water Bottle,Sports,5,472.0,2360.0,Europe,Email,Credit Card
1306,2024-11-08,1208,Bluetooth Speaker,Electronics,1,324.64,324.64,North America,Meta Ads,Credit Card
1307,2024-06-18,1294,Wireless Headphones,Electronics,1,376.84,376.84,Australia,Organic Search,Credit Card
1308,2025-03-10,1346,Office Chair,Furniture,2,250.23,500.46,Australia,Referral,Credit Card
1309,2025-02-19,1007,LED Desk Lamp,Furniture,2,457.23,914.46,North America,Organic Search,Apple Pay
1310,2024-09-07,1378,Office Chair,Furniture,5,40.33,201.65,Africa,Meta Ads,PayPal
1311,2024-06-28,1038,Bluetooth Speaker,Electronics,2,266.57,533.14,North America,Organic Search,Bank Transfer
1312,2025-01-23,1087,Bluetooth Speaker,Electronics,1,182.22,182.22,Europe,Referral,Credit Card
1313,2024-10-24,1153,Denim Jacket,Fashion,3,147.08,441.24,North America,Referral,Bank Transfer
1314,2024-08-10,1472,Laptop Backpack,Accessories,5,416.35,2081.75,North America,Organic Search,Bank Transfer
1315,2024-02-28,1182,Wireless Headphones,Electronics,5,240.97,1204.85,Asia,Email,Credit Card
1316,2024-01-06,1179,Running Shoes,Fashion,4,190.18,760.72,North America,Organic Search,Bank Transfer
1317,2024-07-21,1043,Office Chair,Furniture,5,451.28,2256.4,Africa,Google Ads,Bank Transfer
1318,2024-01-08,1079,Laptop Backpack,Accessories,2,245.94,491.88,Asia,Email,Apple Pay
1319,2025-03-14,1456,Running Shoes,Fashion,5,409.54,2047.7,North America,Organic Search,Bank Transfer
1320,2024-06-14,1071,Bluetooth Speaker,Electronics,4,22.79,91.16,Europe,Google Ads,PayPal
1321,2024-10-18,1020,Running Shoes,Fashion,4,222.11,888.44,Asia,Google Ads,PayPal
1322,2025-11-13,1101,Denim Jacket,Fashion,3,77.02,231.06,Africa,Referral,Bank Transfer
1323,2025-11-29,1365,Running Shoes,Fashion,3,380.52,1141.56,Africa,Referral,Bank Transfer
1324,2024-05-14,1056,Smart Watch,Electronics,1,80.54,80.54,Asia,Referral,Credit Card
1325,2025-12-01,1121,Wireless Headphones,Electronics,3,226.24,678.72,Australia,Google Ads,Bank Transfer
1326,2025-05-06,1148,Laptop Backpack,Accessories,4,59.66,238.64,Africa,Meta Ads,PayPal
1327,2025-06-07,1095,Yoga Mat,Sports,3,388.03,1164.09,Asia,Meta Ads,Bank Transfer
1328,2024-07-22,1242,Smart Watch,Electronics,5,313.33,1566.65,Europe,Referral,PayPal
1329,2024-08-22,1061,Running Shoes,Fashion,4,38.42,153.68,Europe,Meta Ads,Bank Transfer
1330,2024-01-19,1315,Yoga Mat,Sports,1,434.89,434.89,Africa,Organic Search,Apple Pay
1331,2025-12-17,1324,Yoga Mat,Sports,2,181.37,362.74,Africa,Google Ads,Bank Transfer
1332,2025-10-21,1026,Laptop Backpack,Accessories,1,149.24,149.24,Asia,Email,Bank Transfer
1333,2024-09-09,1163,Wireless Headphones,Electronics,2,39.63,79.26,North America,Email,PayPal
1334,2024-10-19,1241,Laptop Backpack,Accessories,5,68.37,341.85,Europe,Email,Bank Transfer
1335,2025-01-07,1171,Laptop Backpack,Accessories,1,66.51,66.51,North America,Referral,PayPal
1336,2024-12-05,1184,Bluetooth Speaker,Electronics,5,273.85,1369.25,Asia,Meta Ads,Apple Pay
1337,2024-08-03,1299,Water Bottle,Sports,1,445.85,445.85,Europe,Referral,Credit Card
1338,2024-02-12,1300,Yoga Mat,Sports,2,358.24,716.48,North America,Google Ads,Apple Pay
1339,2024-11-04,1371,Denim Jacket,Fashion,2,276.11,552.22,Europe,Google Ads,PayPal
1340,2024-07-15,1214,Office Chair,Furniture,3,447.96,1343.88,Australia,Email,Apple Pay
1341,2025-04-04,1322,Smart Watch,Electronics,4,52.5,210.0,Africa,Referral,Credit Card
1342,2024-06-19,1306,Laptop Backpack,Accessories,2,159.04,318.08,Australia,Google Ads,PayPal
1343,2025-02-11,1253,Office Chair,Furniture,5,486.34,2431.7,Europe,Organic Search,Bank Transfer
1344,2025-07-29,1399,Water Bottle,Sports,4,311.46,1245.84,Europe,Meta Ads,Credit Card
1345,2024-06-12,1292,Yoga Mat,Sports,5,354.43,1772.15,Australia,Organic Search,Apple Pay
1346,2024-11-06,1436,Yoga Mat,Sports,3,359.96,1079.88,Australia,Google Ads,PayPal
1347,2024-08-17,1023,Office Chair,Furniture,2,160.08,320.16,Europe,Email,PayPal
1348,2024-10-03,1447,Wireless Headphones,Electronics,2,494.98,989.96,Europe,Referral,Credit Card
1349,2024-01-02,1332,Bluetooth Speaker,Electronics,5,486.66,2433.3,Asia,Google Ads,Apple Pay
1350,2024-05-16,1209,LED Desk Lamp,Furniture,3,175.82,527.46,North America,Google Ads,Apple Pay
1351,2024-08-12,1374,Laptop Backpack,Accessories,2,142.87,285.74,North America,Referral,Credit Card
1352,2025-12-05,1195,Laptop Backpack,Accessories,5,284.42,1422.1,Africa,Meta Ads,Apple Pay
1353,2024-10-02,1104,LED Desk Lamp,Furniture,4,94.71,378.84,Europe,Organic Search,Apple Pay
1354,2024-05-31,1461,Denim Jacket,Fashion,1,258.06,258.06,Africa,Meta Ads,PayPal
1355,2024-07-12,1291,Denim Jacket,Fashion,2,330.83,661.66,North America,Email,PayPal
1356,2024-06-30,1418,Water Bottle,Sports,5,110.17,550.85,Europe,Google Ads,Bank Transfer
1357,2024-09-08,1232,Water Bottle,Sports,1,367.67,367.67,Europe,Google Ads,Credit Card
1358,2025-01-21,1196,Wireless Headphones,Electronics,1,416.75,416.75,North America,Meta Ads,PayPal
1359,2024-03-26,1137,Running Shoes,Fashion,5,26.48,132.4,North America,Google Ads,Apple Pay
1360,2025-12-25,1043,Yoga Mat,Sports,2,250.6,501.2,Australia,Organic Search,PayPal
1361,2024-11-10,1169,Denim Jacket,Fashion,2,137.03,274.06,Australia,Email,Credit Card
1362,2024-01-22,1422,Wireless Headphones,Electronics,1,281.43,281.43,North America,Referral,Bank Transfer
1363,2024-05-25,1000,Yoga Mat,Sports,1,128.8,128.8,Africa,Meta Ads,Apple Pay
1364,2025-11-02,1146,Yoga Mat,Sports,4,349.65,1398.6,North America,Organic Search,PayPal
1365,2024-04-22,1114,Smart Watch,Electronics,3,191.51,574.53,Australia,Email,Credit Card
1366,2025-01-04,1472,Smart Watch,Electronics,1,310.16,310.16,Europe,Organic Search,Apple Pay
1367,2025-09-06,1092,Water Bottle,Sports,2,448.7,897.4,Asia,Referral,Apple Pay
1368,2024-12-22,1448,Smart Watch,Electronics,3,459.79,1379.37,Asia,Email,Credit Card
1369,2024-01-03,1441,Running Shoes,Fashion,2,173.72,347.44,Africa,Organic Search,Bank Transfer
1370,2024-03-09,1057,LED Desk Lamp,Furniture,4,480.6,1922.4,Asia,Meta Ads,Credit Card
1371,2024-11-26,1065,Running Shoes,Fashion,4,189.25,757.0,Africa,Organic Search,Bank Transfer
1372,2025-12-11,1498,Water Bottle,Sports,5,400.88,2004.4,Asia,Meta Ads,PayPal
1373,2025-01-27,1214,Office Chair,Furniture,4,278.6,1114.4,Africa,Referral,PayPal
1374,2025-01-28,1042,LED Desk Lamp,Furniture,4,272.93,1091.72,Europe,Google Ads,PayPal
1375,2025-01-05,1001,Yoga Mat,Sports,1,193.95,193.95,Africa,Meta Ads,Credit Card
1376,2024-03-02,1466,Bluetooth Speaker,Electronics,3,427.4,1282.2,Europe,Email,Bank Transfer
1377,2024-05-27,1427,Office Chair,Furniture,4,136.4,545.6,Europe,Google Ads,PayPal
1378,2024-04-30,1492,Running Shoes,Fashion,4,371.88,1487.52,Africa,Email,Credit Card
1379,2025-12-19,1054,LED Desk Lamp,Furniture,1,248.88,248.88,Australia,Meta Ads,Credit Card
1380,2024-05-30,1187,Running Shoes,Fashion,1,137.62,137.62,North America,Referral,Bank Transfer
1381,2024-06-02,1391,Running Shoes,Fashion,4,376.91,1507.64,Australia,Email,Bank Transfer
1382,2025-02-25,1369,Bluetooth Speaker,Electronics,4,395.07,1580.28,North America,Email,Credit Card
1383,2024-06-08,1030,Wireless Headphones,Electronics,5,380.54,1902.7,Australia,Meta Ads,Credit Card
1384,2025-02-09,1426,Water Bottle,Sports,4,285.99,1143.96,Asia,Referral,Apple Pay
1385,2025-12-27,1116,Water Bottle,Sports,2,150.48,300.96,North America,Referral,Bank Transfer
1386,2024-05-08,1380,Yoga Mat,Sports,4,317.14,1268.56,Europe,Organic Search,PayPal
1387,2025-07-26,1309,Smart Watch,Electronics,4,249.16,996.64,Africa,Organic Search,PayPal
1388,2024-02-25,1411,Bluetooth Speaker,Electronics,4,113.47,453.88,North America,Google Ads,Credit Card
1389,2025-01-06,1308,Bluetooth Speaker,Electronics,1,134.97,134.97,Europe,Referral,Credit Card
1390,2024-03-07,1108,LED Desk Lamp,Furniture,1,383.13,383.13,Asia,Meta Ads,PayPal
1391,2025-10-15,1475,Wireless Headphones,Electronics,2,149.2,298.4,Australia,Referral,Credit Card
1392,2025-07-31,1404,Denim Jacket,Fashion,1,43.06,43.06,North America,Email,Credit Card
1393,2024-12-31,1384,Laptop Backpack,Accessories,4,260.1,1040.4,Asia,Organic Search,Apple Pay
1394,2024-05-12,1359,Smart Watch,Electronics,3,215.5,646.5,Australia,Google Ads,PayPal
1395,2024-01-25,1300,Water Bottle,Sports,4,301.45,1205.8,North America,Email,PayPal
1396,2024-06-04,1349,Denim Jacket,Fashion,1,444.9,444.9,North America,Meta Ads,PayPal
1397,2025-11-28,1334,Running Shoes,Fashion,2,496.84,993.68,Australia,Referral,Apple Pay
1398,2025-04-03,1402,Running Shoes,Fashion,3,159.6,478.8,Australia,Organic Search,Credit Card
1399,2025-12-30,1396,Water Bottle,Sports,2,120.23,240.46,Australia,Referral,Credit Card
1400,2024-06-05,1290,Denim Jacket,Fashion,1,406.27,406.27,Europe,Email,Credit Card
1401,2025-05-25,1048,Denim Jacket,Fashion,3,101.46,304.38,Asia,Meta Ads,Credit Card
1402,2024-10-13,1295,Bluetooth Speaker,Electronics,3,62.83,188.49,Europe,Organic Search,Apple Pay
1403,2025-04-29,1500,Laptop Backpack,Accessories,4,332.14,1328.56,Europe,Google Ads,Bank Transfer
1404,2024-02-10,1186,Laptop Backpack,Accessories,4,216.34,865.36,Australia,Meta Ads,Bank Transfer
1405,2025-01-10,1262,LED Desk Lamp,Furniture,3,199.37,598.11,Africa,Referral,Bank Transfer
1406,2024-09-26,1449,Wireless Headphones,Electronics,5,489.17,2445.85,North America,Meta Ads,Credit Card
1407,2024-06-07,1436,Smart Watch,Electronics,3,200.39,601.17,Australia,Organic Search,Credit Card
1408,2024-08-16,1198,Denim Jacket,Fashion,1,187.49,187.49,Africa,Referral,Bank Transfer
1409,2024-04-21,1043,Running Shoes,Fashion,1,460.38,460.38,Africa,Organic Search,PayPal
1410,2025-02-15,1168,Smart Watch,Electronics,3,184.36,553.08,Australia,Organic Search,PayPal
1411,2025-12-20,1379,Denim Jacket,Fashion,1,153.62,153.62,North America,Referral,PayPal
1412,2025-04-26,1074,Yoga Mat,Sports,3,292.74,878.22,Australia,Organic Search,Credit Card
1413,2025-01-05,1404,Water Bottle,Sports,4,122.44,489.76,Europe,Google Ads,Bank Transfer
1414,2024-10-03,1129,Running Shoes,Fashion,1,88.03,88.03,Asia,Organic Search,Credit Card
1415,2024-11-01,1447,Denim Jacket,Fashion,4,271.89,1087.56,Asia,Meta Ads,Credit Card
1416,2024-04-04,1458,Water Bottle,Sports,3,482.42,1447.26,Asia,Meta Ads,PayPal
1417,2024-12-23,1482,Water Bottle,Sports,4,248.24,992.96,Europe,Organic Search,Apple Pay
1418,2025-12-10,1292,Water Bottle,Sports,1,289.24,289.24,Australia,Meta Ads,Credit Card
1419,2025-11-14,1296,LED Desk Lamp,Furniture,2,175.39,350.78,Asia,Google Ads,PayPal
1420,2025-04-14,1478,Running Shoes,Fashion,4,434.86,1739.44,North America,Organic Search,Apple Pay
1421,2025-06-17,1369,Wireless Headphones,Electronics,4,472.8,1891.2,Europe,Organic Search,Credit Card
1422,2024-02-07,1111,Yoga Mat,Sports,4,354.29,1417.16,Europe,Referral,Bank Transfer
1423,2024-08-09,1178,Yoga Mat,Sports,2,486.44,972.88,Australia,Google Ads,Apple Pay
1424,2025-01-07,1008,Laptop Backpack,Accessories,3,261.0,783.0,North America,Organic Search,Bank Transfer
1425,2025-02-27,1210,Bluetooth Speaker,Electronics,3,417.53,1252.59,Africa,Referral,Apple Pay
1426,2024-04-26,1474,Running Shoes,Fashion,4,225.62,902.48,Europe,Referral,PayPal
1427,2025-07-09,1223,Water Bottle,Sports,3,425.64,1276.92,Africa,Email,Credit Card
1428,2024-03-30,1412,Smart Watch,Electronics,1,331.82,331.82,Australia,Organic Search,Credit Card
1429,2025-05-23,1383,LED Desk Lamp,Furniture,5,67.86,339.3,Africa,Referral,Credit Card
1430,2025-11-14,1148,Water Bottle,Sports,2,126.98,253.96,Africa,Referral,Bank Transfer
1431,2024-04-27,1100,Denim Jacket,Fashion,1,188.29,188.29,Africa,Organic Search,Bank Transfer
